# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Mar 23 20:23:55 2018
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
rowid,plntname,centralwavelng,bandwidth,plntransdep,plnradj,plnratror,plntranmid,plntranreflink,facility,instrument
1106,XO-2 N b,0.36000,,,,0.10350,2456313.681000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1107,XO-2 N b,0.36000,,,,0.10590,2456347.686500,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1108,XO-2 N b,0.36000,,,,0.10720,2456700.827600,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1109,XO-2 N b,0.36000,,,,0.10310,2457040.888300,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1110,XO-2 N b,0.36000,,,,0.10870,2457061.816900,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1111,XO-2 N b,0.44000,,,,0.10540,2456229.973600,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1112,XO-2 N b,0.44000,,,,0.10300,2456271.828800,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1113,XO-2 N b,0.44000,,,,0.10420,2456687.750400,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1114,XO-2 N b,0.44000,,,,0.10760,2456700.829100,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1115,XO-2 N b,0.44000,,,,0.10380,2457040.888900,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1116,XO-2 N b,0.44000,,,,0.10300,2457061.816400,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1117,HAT-P-1 b,0.52530,0.06940,,,0.11520,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...811...55M target=ref>Montalto et al. 2015</a>,Telescopio Nazionale Galileo,DOLORES
1118,HAT-P-1 b,0.58920,0.05830,,,0.11600,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...811...55M target=ref>Montalto et al. 2015</a>,Telescopio Nazionale Galileo,DOLORES
1119,HAT-P-1 b,0.64820,0.05970,,,0.11650,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...811...55M target=ref>Montalto et al. 2015</a>,Telescopio Nazionale Galileo,DOLORES
1120,HAT-P-1 b,0.70850,0.06100,,,0.11640,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...811...55M target=ref>Montalto et al. 2015</a>,Telescopio Nazionale Galileo,DOLORES
1121,HAT-P-1 b,0.76660,0.05520,,,0.11570,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...811...55M target=ref>Montalto et al. 2015</a>,Telescopio Nazionale Galileo,DOLORES
1122,HAT-P-23 b,0.64690,,,,0.11350,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 1.2 meter Telescope,DLR-MKIII camera
1123,HAT-P-23 b,0.64690,,,,0.12220,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 1.2 meter Telescope,DLR-MKIII camera
1124,HAT-P-23 b,0.64690,,,,0.11343,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 1.2 meter Telescope,DLR-MKIII camera
1125,HAT-P-23 b,0.64690,,,,0.11196,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 1.2 meter Telescope,DLR-MKIII camera
1126,HAT-P-23 b,0.64690,,,,0.11732,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 1.2 meter Telescope,DLR-MKIII camera
1127,HAT-P-23 b,0.64690,,,,0.11175,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 1.2 meter Telescope,DLR-MKIII camera
1128,HAT-P-23 b,0.64690,,,,0.12028,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 1.2 meter Telescope,DLR-MKIII camera
1129,HAT-P-23 b,0.35850,,,,0.12114,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 2.2 meter Telescope,BUSCA
1130,HAT-P-23 b,0.48580,,,,0.11856,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 2.2 meter Telescope,BUSCA
1131,HAT-P-23 b,0.62900,,,,0.11668,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 2.2 meter Telescope,BUSCA
1132,HAT-P-23 b,0.92220,,,,0.11505,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 2.2 meter Telescope,BUSCA
1133,WASP-19 b,0.56000,0.02000,,,0.14240,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1134,WASP-19 b,0.57000,0.02000,,,0.14250,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1135,WASP-19 b,0.58100,0.02200,,,0.14290,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1136,WASP-19 b,0.59000,0.02000,,,0.14320,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1137,WASP-19 b,0.60100,0.01800,,,0.14190,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1138,WASP-19 b,0.61000,0.02000,,,0.14310,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1139,WASP-19 b,0.62000,0.02000,,,0.14290,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1140,WASP-19 b,0.63000,0.02000,,,0.14070,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1141,WASP-19 b,0.64050,0.02100,,,0.14270,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1142,WASP-19 b,0.65000,0.02000,,,0.14340,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1143,WASP-19 b,0.66050,0.01900,,,0.14190,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1144,WASP-19 b,0.67000,0.02000,,,0.14070,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1145,WASP-19 b,0.68125,0.02240,,,0.14120,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1146,WASP-19 b,0.69000,0.02000,,,0.13960,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1147,WASP-19 b,0.70125,0.17500,,,0.13880,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1148,WASP-19 b,0.71125,0.02250,,,0.14170,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1149,WASP-19 b,0.72000,0.02000,,,0.14220,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1150,WASP-19 b,0.73125,0.17500,,,0.14000,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1151,WASP-19 b,0.74000,0.02000,,,0.14000,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1152,WASP-19 b,0.74800,0.01600,,,0.14050,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1153,WASP-19 b,0.76000,0.02000,,,0.13940,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1154,WASP-19 b,0.76800,0.02400,,,0.13980,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1155,WASP-19 b,0.78000,0.02000,,,0.14090,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1156,WASP-19 b,0.79000,0.02000,,,0.14210,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1157,WASP-19 b,0.80000,0.02000,,,0.14350,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1158,WASP-19 b,0.81000,0.02000,,,0.14600,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1159,WASP-19 b,0.82000,0.02000,,,0.14330,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1160,WASP-48 b,0.62900,,,,0.08349,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Cassini 1.52m Telescope,BFOSC
1161,WASP-48 b,0.62900,,,,0.09028,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Cassini 1.52m Telescope,BFOSC
1162,WASP-48 b,0.64690,,,,0.07810,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 1.2 meter Telescope,DLR-MKIII camera
1163,WASP-48 b,0.78860,,,,0.09426,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 1.2 meter Telescope,DLR-MKIII camera
1164,WASP-48 b,0.78860,,,,0.09648,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 1.2 meter Telescope,DLR-MKIII camera
1165,WASP-48 b,0.35850,,,,0.09503,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 2.2 meter Telescope,BUSCA
1166,WASP-48 b,0.48580,,,,0.08247,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 2.2 meter Telescope,BUSCA
1167,WASP-48 b,0.62900,,,,0.08900,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 2.2 meter Telescope,BUSCA
1168,WASP-48 b,0.78860,,,,0.09392,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 2.2 meter Telescope,BUSCA
1169,WASP-48 b,0.64690,,,,0.09613,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 1.2 meter Telescope,DLR-MKIII camera
1170,WASP-14 b,3.60000,,,,0.09416,2456034.212280,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...811..122W target=ref>Wong et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1171,WASP-14 b,4.50000,,,,0.09421,2456043.187070,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...811..122W target=ref>Wong et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1172,GJ 1214 b,0.50000,,,,0.11760,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...579A.113N target=ref>Nascimbeni et al. 2015</a>,Large Binocular Telescope Observatory,LBC
1173,GJ 1214 b,0.77500,,,,0.11750,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...579A.113N target=ref>Nascimbeni et al. 2015</a>,Large Binocular Telescope Observatory,LBC
1174,HAT-P-12 b,0.42900,,,,0.13916,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150905272M target=ref>Mallonn et al. 2015</a>,Nordic Optical Telescope,StanCam
1175,HAT-P-12 b,0.47540,,,,0.13847,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150905272M target=ref>Mallonn et al. 2015</a>,Multiple Observatories,Multiple Instruments
1176,HAT-P-12 b,0.54770,,,,0.13679,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150905272M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1177,HAT-P-12 b,0.62040,,,,0.13611,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150905272M target=ref>Mallonn et al. 2015</a>,Multiple Observatories,Multiple Instruments
1178,HAT-P-12 b,0.64760,,,,0.13826,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150905272M target=ref>Mallonn et al. 2015</a>,Asiago Observatory's Copernico Telescope,AFOSC
1179,HAT-P-12 b,0.76980,,,,0.13515,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150905272M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1180,HAT-P-12 b,0.92220,,,,0.14082,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150905272M target=ref>Mallonn et al. 2015</a>,Fred Lawrence Whipple Observatory's 1.2 meter Telescope,Keplercam
1181,HD 189733 b,0.44070,,,,0.15614,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150701866A target=ref>Angerhausen et al. 2015</a>,Stratospheric Observatory For Infrared Astronomy,HIPO
1182,HD 189733 b,0.92220,,,,0.15475,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150701866A target=ref>Angerhausen et al. 2015</a>,Stratospheric Observatory For Infrared Astronomy,HIPO
1183,WASP-12 b,0.86700,0.05800,1.444100,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150405586K target=ref>Kreidberg et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1184,WASP-12 b,0.92500,0.05800,1.442200,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150405586K target=ref>Kreidberg et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1185,WASP-12 b,0.98300,0.05800,1.440200,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150405586K target=ref>Kreidberg et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1186,WASP-12 b,1.04100,0.05800,1.442800,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150405586K target=ref>Kreidberg et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1187,WASP-12 b,1.09950,0.05900,1.439100,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150405586K target=ref>Kreidberg et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1188,WASP-12 b,1.14700,0.07000,1.438600,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150405586K target=ref>Kreidberg et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1189,WASP-12 b,1.21650,0.06900,1.436500,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150405586K target=ref>Kreidberg et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1190,WASP-12 b,1.28550,0.06900,1.432700,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150405586K target=ref>Kreidberg et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1191,WASP-12 b,1.35450,0.06900,1.458200,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150405586K target=ref>Kreidberg et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1192,WASP-12 b,1.42350,0.06900,1.460000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150405586K target=ref>Kreidberg et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1193,WASP-12 b,1.49250,0.06900,1.453000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150405586K target=ref>Kreidberg et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1194,WASP-12 b,1.56200,0.07000,1.447500,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150405586K target=ref>Kreidberg et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1195,WASP-12 b,1.63150,0.06900,1.433200,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv150405586K target=ref>Kreidberg et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1196,55 Cnc e,0.56400,0.21400,,,0.01980,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...797L..21D target=ref>de Mooij et al. 2014</a>,Nordic Optical Telescope,ALFOSC
1197,55 Cnc e,0.47350,0.02900,,,0.01800,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...797L..21D target=ref>de Mooij et al. 2014</a>,Nordic Optical Telescope,ALFOSC
1198,55 Cnc e,0.50250,0.02900,,,0.02110,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...797L..21D target=ref>de Mooij et al. 2014</a>,Nordic Optical Telescope,ALFOSC
1199,55 Cnc e,0.53200,0.03000,,,0.01980,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...797L..21D target=ref>de Mooij et al. 2014</a>,Nordic Optical Telescope,ALFOSC
1200,55 Cnc e,0.56250,0.03100,,,0.02120,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...797L..21D target=ref>de Mooij et al. 2014</a>,Nordic Optical Telescope,ALFOSC
1201,55 Cnc e,0.59350,0.03100,,,0.02010,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...797L..21D target=ref>de Mooij et al. 2014</a>,Nordic Optical Telescope,ALFOSC
1202,55 Cnc e,0.62450,0.03100,,,0.02210,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...797L..21D target=ref>de Mooij et al. 2014</a>,Nordic Optical Telescope,ALFOSC
1203,55 Cnc e,0.65600,0.03200,,,0.02110,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...797L..21D target=ref>de Mooij et al. 2014</a>,Nordic Optical Telescope,ALFOSC
1204,55 Cnc e,4.50000,,0.041000,0.186,0.02020,2455568.026500,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011A&A...533A.114D target=ref>Demory et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1205,GJ 1214 b,3.60000,,,,0.11760,2455312.633085,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...731L..40D target=ref>D&eacute;sert et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1206,GJ 1214 b,4.50000,,,,0.11630,2455314.213440,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...731L..40D target=ref>D&eacute;sert et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1207,GJ 1214 b,0.45430,,,,0.11620,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...771..109D target=ref>de Mooij et al. 2013</a>,Very Large Telescope (Antu),FORS
1208,GJ 1214 b,0.49960,,,,0.11800,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...771..109D target=ref>de Mooij et al. 2013</a>,Isaac Newton Group's William Herschel Telescope,ACAM
1209,GJ 1214 b,0.49620,,,,0.11740,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...771..109D target=ref>de Mooij et al. 2013</a>,Isaac Newton Group's Isaac Newton Telescope,WFC
